cleaned_text,kfold,target
wonder world style smile person natur love friendship good morn dear,0,0
mom want know,0,0
pass contact wat red luv wid blue smile face purpl reali hot pink swt orang thnk lyk green reali wana wid yelow wnt bck black jealou brown miss plz giv color,0,0
nah man car mean cram peopl,0,0
friend lookin pick later tonight,0,0
tmr timin wat lesson,0,0
quit leasttim day wud notic nah mind gon want come taunton tonight tell,0,0
buck bank fee fix better bank find,0,0
babe,0,0
sure everybodi speed,0,0
omg snow tonit,0,0
winner ave special select receiv cash holiday flight inc speak live oper claim min,0,1
msg mobil content order resent previou attempt fail network error queri customersqueri netvis com,0,1
send aunti number,0,0
short cute good person dont tri prove gud noon,0,0
rent expens way save,0,0
receiv mobil content enjoy,0,1
face test select number tell face astrolog wait quick repli,0,0
like spoil,0,0
wait yesterday,0,0
abj serv stay dad,0,0
cool cool chikku chikku,0,0
gon rip uteru,0,0
choos futur,0,0
late lar ard wun drivin,0,0
tri contact repli offer video handset anytim network min unlimit text camcord repli,0,1
want tell bad feel basic time text late need drug,0,0
pussi perfect,0,0
omg wed chapel frontiervil good stuff,0,0
check detail messag,0,0
free mobil video player free movi collect text free extra film order appli,0,1
wah lucki man save money hee,0,0
finish meet,0,0
men like shorter ladi gaze eye,0,0
home work meh,0,0
nimbomson yep phone know obvious real word,0,0
lol ouch wish stay bite longer,0,0
camera award sipix digit camera fromm landlin deliveri day,0,1
need login,0,0
don worri finish march ish,0,0
wat time finish lect today,0,0
drive train,0,0
girl local virgin readi fil sexual need fil text cute,0,1
think chennai forget come auction,0,0
wont concentr dear know mind,0,0
wiskey brandi rum gin beer vodka scotch shampain wine kudi yarasu dhina vaazhthukk,0,0
mum hope great day hop text meet life great day abiola,0,0
lol happen vega stay vega,0,0
chad gymnast class wan site christian class,0,0
home probabl,0,0
shall book chez jule half,0,0
bore housew chat date nation rate min landlin,0,1
hey crap nite borin boggi bore biatch thanx wait til nxt time ave,0,0
offic matter msg break,0,0
lor wan look,0,0
tea sure flavour,0,0
kay sit right,0,0
let know kick,0,0
yeah think usual guy pass night ahold anybodi let know throw,0,0
work technic support voic process network field,0,0
free sir wait,0,0
haha money leh later tuition haha look slot drive lesson,0,0
erm think contract run theth octob,0,0
time thinkin goin,0,0
sort code acc bank natwest repli confirm send right person,0,0
mandi sullivan hotmix choos receiv easter prize draw telephon claim prize transfer,0,1
printer cool mean groovi wine groovi,0,0
cold dont sad dear,0,0
hope head hurt plough way pile iron stay chinki tonight come round like,0,0
don know clever simpl thing pear day perfect christma,0,0
new textbuddi chat horni guy area free receiv search postcod gaytextbuddi com txt rpl stop cnl,0,1
master,0,0
crazi marri like look guy fren like korean leona fave dun thk aft think mayb prob,0,0
upload facebook,0,0
shore takin,0,0
finish load loan pay,0,0
finish avatar nigro,0,0
thank repli today visa come buy gucci bag sister thing easi uncl john bill need think money later sha,0,0
yeah bite leav swing tomorrow,0,0
jordan vote nite,0,0
juz googl search qet,0,0
gon let know come bak holiday day come don tgettext number,0,0
win valu vodafon custom comput pick win prize collect easi,0,1
hope true missin missin feel guilti,0,0
bath ill place key window,0,0
check room befor activ,0,0
let heart compass mind map soul guid loos world gnun send waysm com,0,0
awesom deal gate charl tell night yeah,0,0
protect threat sib ask sensit inform like password atm pin email share password anybodi,0,0
treadmil buy sure work find craigslist sell,0,0
cloth jewelri trip,0,0
sweetheart hope kind day load reason smile biola,0,0
miss vday parachut doubl coin know,0,0
yup finish,0,0
yeah rite,0,0
sir goodmorn free,0,0
dear voucher holder claim week offer http www tlp reward appli,0,1
talk probabl come earli tomorrow,0,0
look ami ure beauti intellig woman like lot know donaot like like donaot worri,0,0
head min,0,0
mag meet avo point,0,0
welp,0,0
urgent landlin cash luxuri canari island holiday await collect sae award maq ppm,0,1
urgent tri contact weekend draw win prize guarante claim code valid,0,1
tddnewslett emc game thedailydraw dear helen dozen free game great prizeswith,0,1
finish work,0,0
hey book sit lesson sit night free need meet confirm lodg,0,0
hide anythi distanc,0,0
dunno juz askin card salon hair sens tot cut hair,0,0
holbi,0,0
help propos tomorrow,0,0
freemsg award free mini digit camera repli snap collect prize quizclub opt stop rwm,0,1
brainless babi doll vehicl sariyag drive madok barolla,0,0
bore come home,0,0
think time saw class,0,0
lem know swing pick free basic time semest,0,0
come,0,0
fuck cedar key fuck come tho,0,0
sunshin hol claim med holiday send stamp self address envelop drink box bray wicklow eir quiz start saturday unsub stop,0,1
allo brave train triumph mean ham jolli good rest week,0,0
write msg dictionari mode cover screen hand press gentli remov hand interest,0,0
jsco energi high know channel day leadership skill strong psychic repli question end repli end jsco,0,1
callin care bruv,0,0
forward messag proof,0,0
luci hubbi meetin day fri hotel fanci cumin leav msg day luci callsap minmobsmorelkpoboxhpfl,0,1
earli,0,0
sexychat girl wait text text great night chat send stop stop servic,0,1
accid tookplac ghodbandar traffic slove plz slip worri,0,0
care,0,0
way work year old hope doesnt bother,0,0
usual iam fine happi,0,0
sorri miss babe late sleep hope enjoy drive lesson boytoy miss teas kiss,0,0
didnt complet gist,0,0
send text skype later,0,0
like question,0,0
let use week princess,0,0
slowli god love need clean heart blood send special peopl miracl tomorrow,0,0
yeah sure thing mate haunt stuff sort sound promot hex way dont know number joke,0,0
alrit sam nic checkin number,0,0
sad stori man week day wife wish parent forget kid work colleagu wish enter cabin happi day boss felt special askd lunch lunch invit apart mind bedroom minut sed sexi mood come minut latr wid cake wife parent kidz friend colleagu scream surpris wait sofa nake,0,0
multimedia messag mail,0,0
wrc ralli lucozad energi text ralli pack lucozad wrc itcould,0,1
great church holla,0,0
hey tell gautham,0,0
hiya probabl come home weekend,0,0
buy wif meet later,0,0
aiyah lar nydc wheellock,0,0
natali invit friend repli www nataliek stop send stop frnd,0,1
money win win number wot,0,1
thk shld wana lesson haha stretch,0,0
sorri leav phone upstair hectic bird fell swoop date,0,0
thank messag appreci sacrific sure process direct pay find way test tomorrow class wonder day,0,0
roger probabl rem,0,0
chanc search hard let tri,0,0
aight fuck later,0,0
yup leav right soon,0,0
perform award calcul month current month period,0,0
urgent mobil number award prize guarante land line claim valid,0,1
know result,0,0
rcv msg chat svc free hardcor servic text age verifi network tri,0,1
lar sleep earli nite,0,0
shelf buy egg,0,0
askd question hour answer,0,0
dear urgnt know problem want work problem tell wate repli,0,0
number avail appoint ask connect wahe fathima,0,0
mum robinson,0,0
need stop bed fuck deal,0,0
sorri thangam mistak,0,0
slaaaaav summon time wish come anymor,0,0
sure night menu know noon menu,0,0
canaot wait cornwal hope tonight isnaot bad itao rock night shite iaom kip good night speak soon,0,0
wonder world style smile person natur love friendship good morn dear,0,0
chikku room,0,0
tonex subscript renew charg choos poli month www clubz bill msg,0,1
huh mistak,0,0
dont know ask brother problem thing tell,0,0
month need chocol weed alcohol,0,0
buy rington text cost pound offer tone etc,0,1
hey darlin pick colleg tell wen love pete,0,0
list buyer,0,0
hous maid murder coz man murder januari public holiday govt instituit close includ post offic understand,0,0
somebodi andro steal ice,0,0
hmph head big baller,0,0
privat account statement redeem point identifi code expir,0,1
boo way mom tortilla soup yummmm,0,0
yiju meet esaplanad tonight,0,0
arun transfr amt,0,0
chikku simpl habba abt,0,0
sorri later,0,0
long scream princess,0,0
god ask forgiv littl child love repli wonder fruit tree hurt stone good night,0,0
hey photo regist drive tmr wan meet yck,0,0
send,0,0
doubl min txt orang price linerent motorola sonyericsson tooth free nokia free mobileupd oroptout hvd,0,1
vivek number,0,0
shall talk,0,0
wah oki oki muz use unlimit haha,0,0
awesom think usf time tonight,0,0
wan lay nite want real dog locat send direct mobil join largest dog network txt park nyt eca msg,0,1
special,0,0
find way app phone net cafe job geeee need babe crave,0,0
hcl chennai requir fresher voic process excel english need salari upto suman telephon interview indyarock com,0,0
idc weasel way shit twice row,0,0
wake yeesh late fall asleep til,0,0
hope arnt piss like tomorrow love xxxxxxxxxxxxxx,0,0
yeah line,0,0
come,0,0
prize custom www biz min polo ltd suit london busi,0,1
watev relat build world thing remain atlast lonlin lotz lot memori feel,0,0
privat account statement unredeem bonu point claim identifi code expir,0,1
collect valentin weekend pari inc flight hotel prize guarante text pari www rtf sphost com,0,1
thankyou appreci care,0,0
like weird time night want come smoke day shitstorm attribut come smoke,0,0
night worri appt shame miss girl night quiz popcorn hair,0,0
info dont know,0,0
tot paper end long ago wat copi use happi lar haf studi,0,0
mobil add contact list www fullonsm com great place send free peopl visit fullonsm com,0,0
sheffield wan play game okay boss nanni rais,0,0
gon rimac access,0,0
close heart away shatter plz stay,0,0
correct work today,0,0
let noe later ask tmr,0,0
thing ape fight death minut let,0,0
guess,0,0
late wish,0,0
hello beauti kinda row wiv walk pub want night wiv miss,0,0
tell friend come round til like ish,0,0
appl day doctor tulsi leaf day cancer lemon day fat cup milk day bone problm litr watr day diseas snd care,0,0
shit surpris spend french guy meet town fool bite let fuck,0,0
spell,0,0
lot happen feel quiet beth aunt charli work lot helen,0,0
mean fat head,0,0
usual vijay film differ,0,0
tell car key purs,0,0
weather cali great complex great need car freeli tax outrag great place sad miss home,0,0
awesom plan time like text detail wee bite,0,0
rememb ask alex pizza,0,0
check,0,0
hey fanci meetin cha hav lil beverag txt ring meet tire pist love pete,0,0
sir wait mail,0,0
subscrib best mobil content servic day send stop helplin,0,1
valentin game send msg friend answer love que colour suit best,0,0
chang jaykwon thuglyf falconerf,0,0
hahaha use brain dear,0,0
discount code stop messag repli stop www regalportfolio custom servic,0,1
run activ version,0,0
fetch yun fetch,0,0
jolli good way ticket sit eve speak,0,0
buzi,0,0
want new video phone anytim network min half price line rental free text month repli free deliveri,0,1
new voicemail,0,1
januari male sale hot gay chat cheaper nation rate min cheap min peak stop text min,0,1
send send,0,0
plz tell bslvyl send fullonsm com,0,0
let know money carlo,0,0
aight let know gon usf,0,0
urgent mobil award bonu caller prize attempt contact boxqu nation rate,0,1
sorri mad pend work,0,0
uncl boy need movi guid plu know torrent particularli legal system slow day plu start dont meet onlin honey moon,0,0
privat account statement redeem point identifi code expir,0,1
final chanc claim worth discount voucher today text savamob member offer mobil savamob pobox muz sub,0,1
fuckin believ didnt know thur pre book cancel need sack,0,0
haha awesom omw,0,0
comput fri essenti spar fuck idiot roommat looovvv leav thing run,0,0
yeah basic time week away mom,0,0
hospit return home,0,0
hope great day,0,0
bruv hope great break reward semest,0,0
hello lover new job happi think wake slave send teas kiss sea,0,0
txt claim reward hour talk time use phone subscribegbp mnth inc stop txtstop www gamb,0,1
happen behav like,0,0
turn friend stay til feel free ahead smoke worth,0,0
fun fact think armand eventu build toler shit consid smoke fuck like hit,0,0
pain person think tri everybodi happi time recognis alon,0,0
ask like,0,0
dai download exe file run exe instal,0,0
messag phone hold,0,0
ibh custom loyalti offer new nokia mobil txtauction txt word start,0,1
raviyog peripher bhayandar east,0,0
birthdat certif april real date today dont publish shall special treat secret way thank wish,0,0
check choos babe video shsex netun fgkslpopw fgkslpo,0,1
pub,0,0
thank forget happi onam sirji fine rememb meet insur person meet qatar insha allah rakhesh tata aig join tissco tayseer,0,0
charg camera,0,0
know taj mahal symbol love lesser know fact mumtaz shahjahan wife wife shahjahan kill mumtaz husband marri mumtaz die deliveri marri mumtaz sister question aris hell love great hari,0,0
want explicit sex sec ring cost min gsex pobox wcn,0,1
gei happend tron mayb ill,0,0
braini,0,0
sure rel home,0,0
regist sinco paye log icicibank com enter urn confirm bewar fraud share disclos urn,0,0
ubandu run instal hard disk use copi import file system repair shop,0,0
freemsg hey darl week word like fun xxx std chg send rcv,0,1
new year yetund want surpris didnt money return mid januari day return period end,0,0
smile pleasur smile pain smile troubl pour like rain smile sum hurt smile becoz love smile,0,0
